Board,Grade,Subject,Chapter,Topic,Type,Difficulty,Marks,QuestionText_EN,QuestionText_UR,OptionA_EN,OptionB_EN,OptionC_EN,OptionD_EN,OptionA_UR,OptionB_UR,OptionC_UR,OptionD_UR,CorrectAnswer,Sources,ImageURL
"Punjab Board","Class 9","Biology","Chapter 6","6.4 LIPIDS","MCQ","Medium","1","What type of fatty acid has double bonds?","کس قسم کا فیٹی ایسڈ ڈبل بانڈرکھنا ہے؟","Saturated","Unsaturated","Monounsaturated","Polyunsaturated","سیچوریٹڈ","ان سیچوریٹڈ","مونوان سیچوریٹڈ","پولی ان سیچوریٹڈ","B","Additional",""
"Punjab Board","Class 9","Biology","Chapter 6","6.4 LIPIDS","MCQ","Medium","1","Which vitamins are absorbed with the help of lipids?","کونسے وٹامنز لپڈز کی مدد سے جذب ہوتے ہیں؟","A, D, E, and K","B, C, D, and E","A, C, E, and K","B, D, E, and K","A, D, E, اور K","B, C, D, اورE","A, C, E, اورK","B, D, E, اورK","A","Additional",""
"Punjab Board","Class 9","Biology","Chapter 6","6.4 LIPIDS","MCQ","Medium","1","What is the main source of lipids in plants?","پودوں میں لپڈز کا بنیادی ذریعہ کیا ہے؟","Leaves","Roots","Seeds","Stems","پتے","جڑیں","بیج","تنے","C","Additional",""
"Punjab Board","Class 9","Biology","Chapter 6","6.4 LIPIDS","MCQ","Medium","1","What is the structural difference between saturated and unsaturated fatty acids?","سیچوریٹڈ اور ان سیچوریٹڈفیٹی ایسڈ کے درمیان ساختی فرق کیا ہے؟","Number of carbon atoms","Presence or absence of double bonds","Type of glycerol molecule","Number of phosphate groups","کاربن ایٹم کی تعداد","ڈبل بانڈز کی موجودگی یا غیر موجودگی","گلیسول مالیکول کی قسم","فاسفیٹ گروپس کی تعداد","B","Additional",""
"Punjab Board","Class 9","Biology","Chapter 6","6.4 LIPIDS","MCQ","Medium","1","The amount of energy obtained from one gram of fat is:","ایک گرام فیٹ سے حاصل ہونے والی انرجی کی مقدارہے:","","","","","","","","","B","Additional",""
"Punjab Board","Class 9","Biology","Chapter 6","6.4 LIPIDS","MCQ","Medium","1","%age of lipids in dry mass of protoplasm:","پروٹوپلازم کے خشک ماس میں لپڈز کی %ہے۔","10","15","50","18","","","","","A","Additional",""
"Punjab Board","Class 9","Biology","Chapter 6","6.4 LIPIDS","MCQ","Medium","1","Lipids are insoluble in:","لپڈز کس میں حل نہیں ہوتے؟","Alcohol","Ether","Benzene","Water","الکحل","ایتھر","بنزین","پانی","D","Additional",""
"Punjab Board","Class 9","Biology","Chapter 6","6.4 LIPIDS","MCQ","Medium","1","Types of fatty acids are:","فیٹی اسیڈز کی اقسام کی تعداد:","3","2","6","8","","","","","B","Additional",""
"Punjab Board","Class 9","Biology","Chapter 6","6.4 LIPIDS","MCQ","Medium","1","Identify fat soluble vitamins:","درج ذیل میں سے کون سے چربی میں حل پذیروٹامنز ہیں:","A","D","E","All of the above","","","","","D","Additional",""
"Punjab Board","Class 9","Biology","Chapter 6","6.5 NUCLEIC ACIDS","MCQ","Medium","1","Which components make up a nucleotide?","کون سے اجزاء مل کر نیو کلیوٹائڈ بناتے ہیں؟","Sugar, phosphate, nitrogenous base","Amino acids, sugar, nitrogenous base","Fatty acid, sugar, nitrogenous base","Protein, sugar, nitrogenous base","شوگر، فاسفیٹ،نائٹروجن والی بیس","امینوایسڈ، شوگر، نائٹروجن والی بیس","فیٹی ایسڈ، شوگر،نائٹروجن والی بیس","پروٹین،شوگر،نائٹروجن والی بیس","A","Exercise",""
"Punjab Board","Class 9","Biology","Chapter 6","6.5 NUCLEIC ACIDS","MCQ","Medium","1","Which nitrogenous base is found in RNA but not in DNA?","کون سی نائٹروجن والی بیس آر این اے میں تو ہوتی ہےلیکن ڈی این اے میں نہیں؟","Adenine","Thymine","Uracil","Guanine","ایڈنین","تھائمین","یوراسل","گوانین","C","Exercise",""
"Punjab Board","Class 9","Biology","Chapter 6","6.5 NUCLEIC ACIDS","MCQ","Medium","1","What are nucleic acids composed of?","نیوکلیک ایسڈ کس پر مشتمل ہیں۔","Amino acids","Nucleotides","Carbohydrates","Lipids","ایمائنو ایسڈ","نیوکلیوٹائڈز","کاربوہائڈریٹس","لپڈز","B","Additional",""
"Punjab Board","Class 9","Biology","Chapter 6","6.5 NUCLEIC ACIDS","MCQ","Medium","1","Sugar present in DNA?","ڈی این اے میں موجودہ شوگر کیا ہے:","Ribose","Deoxyribose","Sucrose","Glucose","رائبوز","ڈی آکسی رائبوز","سکروز","گلوکوز","B","Additional",""
"Punjab Board","Class 9","Biology","Chapter 6","6.5 NUCLEIC ACIDS","MCQ","Medium","1","Who proposed the double helix model of DNA?","ڈی این اے کی ساخت بیان کی؟","James Watson and Francis Crick","Charles Darwin and Gregor Mendel","Albert Einstein and Isaac Newton","Louis Pasteur and Robert Koch","جیمس واٹس اور فرانسکس کرکس","چارلس ڈارون اور جارجز مینڈل","البرٹ ائن سٹائن اور نیوٹن","لیوئس پاسچر اور رابرٹ کوچ","A","Additional",""
"Punjab Board","Class 9","Biology","Chapter 6","6.5 NUCLEIC ACIDS","MCQ","Medium","1","What is the function of DNA?","ڈی این اے کا کام کیا ہے۔","To provide energy","To synthesize proteins","To store genetic information","To regulate body temperature","انرجی مہیا کرنا","پروٹینز تیارکرنا","جینیاتی معلومات ذخیرہ کرنا","جسم کا درجہ حرارت منظم کرنا","C","Additional",""
"Punjab Board","Class 9","Biology","Chapter 6","6.5 NUCLEIC ACIDS","MCQ","Medium","1","What is the segment of DNA that determines the synthesis of a protein?","ڈی این اے کا وہ کونسا حصہ ہےجو پروٹین کی تیاری کا تعین کرتا ہے؟","Gene","Chromosome","Nucleotide","Amino acid","جین","کروموسوم","نیوکلیوٹائڈز","ایمائنو ایسڈ","A","Additional",""
"Punjab Board","Class 9","Biology","Chapter 6","6.5 NUCLEIC ACIDS","MCQ","Medium","1","What type of RNA carries genetic information from DNA to ribosomes?","کس قسم کا RNA جینیاتی معلومات کو DNAسے رائبوسومز میں پہنچانا ہے؟","mRNA","tRNA","rRNA","DNA","","","","","A","Additional",""
"Punjab Board","Class 9","Biology","Chapter 6","6.5 NUCLEIC ACIDS","MCQ","Medium","1","What is the function of ribosomes?","رائبوسومز کا کیا کام ہے؟","To synthesize proteins","To store genetic information","To provide energy","To regulate body temperature","پروٹینز تیار کرنا","جینیاتی معلومات ذخیرہ کرنا","انرجی پیدا کرنا","جسم کا درجہ حرارت منظم کرنا","A","Additional",""
"Punjab Board","Class 9","Biology","Chapter 6","6.5 NUCLEIC ACIDS","MCQ","Medium","1","What type of RNA transfers specific amino acids to ribosomes?","کس قسم کا RNA مخصوص ایمائنوایسڈز کو رائبوسومز تک پہنچاتا ہے۔","mRNA","tRNA","rRNA","DNA","","","","","B","Additional",""
"Punjab Board","Class 9","Biology","Chapter 6","6.5 NUCLEIC ACIDS","MCQ","Medium","1","During translation, sequence of amino acids in the protein decided on the basis of sequence of nucleotides in:","ٹرانسلیشن کے دوران، نیوکلیوٹائڈزکی ترتیب کے مطابق ایمائنو ایسڈ کی ترتیب کو پڑھتا ہے:","tRNA","rRN","mRNA","DNA","","","","","C","Additional",""
"Punjab Board","Class 9","Biology","Chapter 6","6.5 NUCLEIC ACIDS","MCQ","Medium","1","Both strands of DNA are held together by hydrogen bonding, double hydrogen bonds are present between:","ڈی این اے دونوں ایسڈ، ڈبل ہائڈروجن بانڈنگ کے ذریعے آپس میں جڑے ہوتے ہیں:","Adenine and thymine","Cytosine and guanine","Cytosine and thymine","Adenine and guanine","ایڈنین اور تھامین","سائٹوسین اور گوانین","سائٹوسین اور تھامین","ایڈنین اور گوانین","A","Additional",""
"Punjab Board","Class 9","Biology","Chapter 6","6.5 NUCLEIC ACIDS","MCQ","Medium","1","The type of RNA that brings amino acids to the ribosome is:","RNA کی وہ قسم جو ایمائنوایسڈ کو رائبوسوم تک پہنچاتی ہے:","snRNA","tRNA","rRNA","mRNA","","","","","B","Additional",""
"Punjab Board","Class 9","Biology","Chapter 6","6.5 NUCLEIC ACIDS","MCQ","Medium","1","Which of the following statement regarding genes is false?","جین کے بارے میں مندرجہ ذیل میں سے کونسا بیان غلط ہے؟","Genes are located on chromosomes","Genes consist of a long sequence of DNA","Each cell contains a single copy of every gene","A gene contains information for the production of a protein","کروموسومزپر جینز موجود ہوتے ہیں","جینز ڈی این اے کی ایک لمبی ترتیب پر مشتمل ہوتے ہیں","ہرسیل جین کی ایک سنگل کاپی رکھتا ہے","پروٹین کی تیاری کے لیے ایک جین معلومات رکھتا ہے","B","Additional",""
"Punjab Board","Class 9","Biology","Chapter 6","6.5 NUCLEIC ACIDS","MCQ","Medium","1","Genes contian instructions for the synthesis of:","جینز تیاری کےلیے ہدایات رکھتا ہے:","Fats","Carbohydrates","Vitamins","Proteins","فیٹس","کاربوہائڈیٹس","وٹامنز","پروٹینز","D","Additional",""
"Punjab Board","Class 9","Biology","Chapter 6","6.5 NUCLEIC ACIDS","MCQ","Medium","1","Polynucleotide strands present in DNA molecule are:","ڈی این اے کے مالیکول میں پولی نیوکلیوٹائڈ ہیں:","Two","Three","Four","Five","دو","تین","چار","پانچ","A","Additional",""
"Punjab Board","Class 9","Biology","Chapter 6","6.5 NUCLEIC ACIDS","MCQ","Medium","1","This is a heredity material:","یہ وراثتی مادہ ہے:","DNA","RNA","tRNA","rRNA","","","","","A","Additional",""
"Punjab Board","Class 9","Biology","Chapter 6","6.5 NUCLEIC ACIDS","MCQ","Medium","1","%age of nucleic acids in dry mass of protoplasm:","پروٹوپلازم کے خشک کمیت میں نیوکلیک ایسڈ کی %ہے:","7","90","10","18","","","","","D","Additional",""
"Punjab Board","Class 9","Biology","Chapter 6","6.5 NUCLEIC ACIDS","MCQ","Medium","1","Essential part of nucleic acids are:","نیوکلیک ایسڈ کا اہم حصہ ہے:","Pentoses","Heptoses","Hexoses","Trioses","پینٹوز","ہیپٹوز","ایکسوز","ٹرائیوز","A","Additional",""
"Punjab Board","Class 9","Biology","Chapter 6","6.5 NUCLEIC ACIDS","MCQ","Medium","1","Which molecule carries genetic information's from DNA to ribosomes:","ڈی این اے سے جینیاتی معلومات رائبوسومز تک کون لے جاتا ہے:","mRNA","iRNA","rRNA","DNA","","","","","A","Additional",""
"Punjab Board","Class 9","Biology","Chapter 6","6.5 NUCLEIC ACIDS","MCQ","Medium","1","Types of nucleic acids are?","نیوکلئیک ایسڈز کی اقسام کتنی ہیں؟","2","3","4","5","","","","","A","Additional",""
"Punjab Board","Class 9","Biology","Chapter 6","6.5 NUCLEIC ACIDS","MCQ","Medium","1","Components of nucleotide are:","نیوکلیوٹائڈکے اجزاءکی تعداد:","2","3","4","5","","","","","B","Additional",""
"Punjab Board","Class 9","Biology","Chapter 6","6.5 NUCLEIC ACIDS","MCQ","Medium","1","Watson and Cricks proposed the model of DNA in?","واٹسن اور کرک نے ڈی این اے کا ماڈل کب پیش کیا؟","1950","1953","1956","1959","","","","","B","Additional",""
"Punjab Board","Class 9","Biology","Chapter 6","6.5 NUCLEIC ACIDS","MCQ","Medium","1","When did Watson and Erick awarded Nobel Prize?","واٹسن اور ایرک کو نوبل انعام کب ملا؟","1953","1962","1956","1959","","","","","B","Additional",""
"Punjab Board","Class 9","Biology","Chapter 6","6.5 NUCLEIC ACIDS","MCQ","Medium","1","How many types of RNA?","آراین اے کی اقسام کتنی ہیں؟","2","3","4","5","","","","","B","Additional",""
"Punjab Board","Class 9","Biology","Chapter 6","6.6 THE WORKING OF DNA AND RNA","MCQ","Medium","1","What is the process of copying DNA sequence into mRNA?","mRNA میں DNA کی ترتیب کی کاپی کا عمل کہلاتا ہے:","Transcription","Translation","Replication","Mutation","ٹرانسکریشن","ٹرانسلیشن","ریپلیکشن","میوٹیشن","B","Additional",""
"Punjab Board","Class 9","Biology","Chapter 6","6.6 THE WORKING OF DNA AND RNA","MCQ","Medium","1","What is the process of forming proteins from mRNA sequence?","mRNA سے پروٹینز بنانے کا عمل کیا ہے۔","Transcription","Translation","Replication","Mutation","ٹرانسکرپشن","ٹرانسلیشن","ریپلیکشن","میوٹیشن","B","Additional",""
"Punjab Board","Class 9","Biology","Chapter 6","6.6 THE WORKING OF DNA AND RNA","MCQ","Medium","1","Transcription takes place in the:","ٹرانسکرپشن کا عمل ہوتا ہے:","Cytoplasm","Nucleus","Ribosomes","Rough endoplasmic reticulum","سائٹو پلازم میں","نیوکلیس میں","رائبوسومز میں","رف اینڈوپلازمک ریٹی کولم میں","B","Additional",""
"Punjab Board","Class 9","Biology","Chapter 6","6.6 THE WORKING OF DNA AND RNA","MCQ","Medium","1","Genes are short segments of:","جینز کس کے چھوٹے حصے ہوتے ہیں:","Proteins","Carbohydrates","DNA","Lipids","پروٹینز","کاربوہائیڈریٹس","ڈی این اے","لپڈز","C","Additional",""
"Punjab Board","Class 9","Biology","Chapter 6","6.6 THE WORKING OF DNA AND RNA","MCQ","Medium","1","Where does protein synthesis occur in a cell?","سیل میں پروٹین کی ترکیب کہاں ہوتی ہے؟","Nucleus","Mitochondria","Ribosomes","Lysosomes","نیوکلئیس","مائٹوکونڈریا","رائبوسومز","لائسوسوم","C","Additional",""
"Punjab Board","Class 9","Biology","Chapter 7","7.1 METABOLISM","MCQ","Medium","1","What is metabolism?","میٹابولزم کیا ہے؟","The breakdown of glucose into energy","The sum of all chemical reactions that occur within an organism to sustain life","The conversion of carbon dioxide into glucose","The process of forming proteins from amino acids","گلوکوز کا انرجی میں توڑنا","زندگی کو برقرار رکھنے کے لیے کسی جاندار کے اندر پائے جانے والے تمام کیمیکل ری ایکشنز کا مجموعہ","کاربن ڈائی اکسائڈ کو گلوکوز میں تبدیل کرنا","ایمائنو ایسڈ سے پروٹینز بنانے کا عمل","B","Additional",""
